,full_text,lang,retweet_count,created_at,source,reply_screen_name,reply_followers_count,reply_friends_count,reply_statuses_count,reply_favourites_count,reply_created_at,reply_full_text,reply_retweet_count,reply_favorite_count
66,"Německý index Flash Manufacturing PMI stoupl z 45.3 na 47.8. Máme cítit úlevu? Spíš se zamysleme nad příčinou. Polovinu k růstu přidalo prodloužení doby subdodávek, které index interpretuje pozitivně. V době koronaviru jsou ale váznoucí dodávky známkou problému! #ucb_hlavníekonom",cs,2,Fri Feb 21 13:10:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
67,"RT @UniCredit_PR: 📌#UniCredit | #Team23 | 4Q19 and FY19 #Results. | Follow #live the audio webcast and conference call. 
🎙️ https://t.co/Jk…",en,8,Thu Feb 06 10:18:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
68,"RT @UniCredit_PR: #Financial: #UniCredit Board of Directors' Resolutions.
📌 #PressRelease
🗞️ https://t.co/9T18DnoccO https://t.co/K6gEidZV08",en,1,Thu Feb 06 08:01:30 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
69,"RT @UniCredit_PR: #Team23: #UniCredit, a pan-European winner. 4Q19 and FY19 Group #results.
📌 #Financial #PressRelease
🗞️ https://t.co/N3V9…",en,12,Thu Feb 06 07:06:23 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
70,RT @UniCredit_PR: #HeadsUp: tomorrow morning at 07.00 CET #UniCredit publishes its 4Q19 and FY19 Group #results presentation. Follow live a…,en,6,Wed Feb 05 17:20:27 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
71,"Lednový PMI pro zpracovatelský průmysl v Česku 45.2 - nejvýš od června. Průmysl zřejmě překonal prosinový stres, snížily se zásoby a přibyly objednávky z tuzemska i zahraničí. Výroba ale zůstává v meziročním propadu a koronavirus je novým rizikem. #ucb_hlavníekonom",cs,2,Mon Feb 03 09:06:18 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
72,"@sobis62 Lednový PMI pro zpracovatelský průmysl v Česku 45.2 - nejvýš od června. Průmysl zřejmě překonal prosincový stres, snížily se zásoby a přibyly objednávky z tuzemska i zahraničí. Výroba ale zůstává v meziročním propadu a koronavirus je novým rizikem.",cs,0,Mon Feb 03 08:56:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
73,"#BankingThatMatters: #UniCredit s hrdostí oznamuje, že získala certifikaci @topemployer společně s dalšími předními zaměstnavateli v Evropě už potřetí v řadě! 🇪🇺🤝
📌#Awards

https://t.co/Hat6Q3dIz6 https://t.co/Iq15Put5As",cs,0,Thu Jan 30 12:12:02 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
74,"#Awards: #UniCredit se stala nejlepší bankou pro finance a cash management v Německu. V žebříčku magazínu @GFmag tu zvítězila vůbec poprvé, ale stejný titul obhájila také v Itálii a Rakousku! Více v tomto tweetu: https://t.co/jxkSF625qz",cs,1,Wed Jan 29 11:54:21 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
75,"Jsme hrdí, že se UniCredit Bank stala letošním vítězem v soutěži portálu https://t.co/WMijfIfZHy – Finanční produkt roku 2019. První místo získala naše „U hypotéka účelová“, ale bodoval i produkt „PRESTO Půjčka – Sloučení úvěrů“. Děkujeme odborné porotě! #UniCreditAwards https://t.co/L8ABAiLWvG",cs,3,Tue Jan 28 08:01:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
76,"Každý rok obdarují více než 2 500 dětí dárky v hodnotě několika milionů, ačkoliv jsou sami na vozíku. #UniCredit jim proto věnuje 100 000 Kč na pořízení náhrady za auta ve výslužbě. Hlasujte pro ně na https://t.co/bxGq8jBFhw a dejte jim šanci darovanou částku zdvojnásobit! https://t.co/tR8X1JP9f6",cs,1,Mon Jan 27 08:41:46 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
77,"Ich práca prináša smiech tam, kde sa občas len ťažko hľadá. A pretože na tom nám záleží, venujeme im sumu 4 000 €, aby mohli smiech prinášať ešte viac deťom. Hlasujte pre nich na webe https://t.co/HIyqRJOaZW a ak získajú najviac hlasov, venovanú čiastku im zdvojnásobíme. https://t.co/Ej4NS2NRKw",und,0,Thu Jan 23 11:30:35 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
78,"#BankingThatMatters: Skupina #UniCredit se ocitla na seznamu 2020 #Bloomberg Gender Equality Index! Potvrdilo se tak, že plníme náš závazek vytvářet rovné příležitosti a inkluzní prostředí na pracovišti. 🤝👩‍💼♀️🤵♂

#BloombergGEI #UniCredit4People #InclusionMatters @UniCredit_PR https://t.co/TlIJBP8CSM",cs,0,Tue Jan 21 13:40:35 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
79,"Vidieť radosť v detských očiach je jednou z najväčších odmien. Preto tento rok podporíme sumou 4 000 € tiež združenie Na trati. Zaujal vás projekt? Hlasujte za neho na https://t.co/eEGnTfretF a získajte pre deti ďalších 4 000 € navyše!

#UniCredit4Good @UniCredit_PR https://t.co/36VwqxFu4X",und,0,Mon Jan 13 10:07:00 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
80,"Průmyslová výroba za 11/2019 meziročně po očištění: -3.2%! I když se v prosinci zřejmě zvedla produkce v autoprůmyslu, za celý 4Q19 uvidíme první yoy propad průmyslu od 2013 =&gt; 4Q19 HDP qoq jen kolem stagnace a za celý rok 2.4%.#ucb_hlavníekonom",cs,1,Fri Jan 10 10:02:40 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
81,"Jak číst prosincovou hodnotu 43.6 indexu PMI českého průmyslu: zlepšení poptávky zatím není v dohledu, snížení stavu zásob ale podniky možná trochu přestřelily. Za listopad a prosinec uvidíme citelný propad průmyslové výroby, v dalším období spíš stabilizaci. #ucb_hlavníekonom",cs,0,Thu Jan 02 11:29:54 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
82,"Představujeme vám vánoční album #UniCredit 2019 - speciální dárek pro všechny, kteří nás sledují. Děkujeme za vaše reakce a sdílení. Rok 2020 bude plný novinek, věříme proto, že nám i nadále zachováte přízeň! #BankingThatMatters 🥂🎉2️⃣0️⃣2️⃣0️⃣ https://t.co/KTNcIFEyTl",cs,0,Fri Dec 27 09:22:25 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
83,"#BankingThatMatters: Dnes je Mezinárodní den lidských práv. UniCredit se proto připojí ke kampani StandUp4HumanRights aby jasně deklarovala, že che vytvářet pracovní prostředí, kde bude každý jeden hlas vyslyšen.

#HumanRightsDay #unicredit4people @UniCredit_PR https://t.co/XriW87xi9E",cs,0,Tue Dec 10 09:46:52 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
84,"Za poslední měsíc klienti #UniCredit Bank s #ApplePay utratili téměř 100 milionů korun při 225 000 transakcích. Nyní můžou své chytré telefony a doplňky využít také pro karty #VISA. Patříte k nim i vy? 

#UniCredit4Innovation @UniCredit_PR https://t.co/CwTcxX0TqH",cs,0,Wed Dec 04 15:38:43 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
85,"Dnes se #UniCredit v rámci #IDPWD2019 připojí k #DisabilityAwarenessWeek a kampani #PurpleLightUp, aby tak potvrdila, že si váží přínosu všech, bez ohledu na to, co jim zdraví dovolí. 

#Inclusionmatters #UniCredit4People #IDPWD https://t.co/t9d99WFnxC",cs,0,Tue Dec 03 14:49:19 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
86,RT @UniCredit_PR: #Team23: #UniCredit 2020-2023 Strategic Plan. A clear commitment to deliver €16bn of value creation for shareholders over…,en,11,Tue Dec 03 08:13:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
87,RT @UniCredit_PR: 📌 #HeadsUp: tomorrow morning at 9 GMT #UniCredit presents its new Strategic Plan #Team23 at the #CMD2019. Follow the live…,en,10,Mon Dec 02 16:19:30 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
88,RT @UniCredit_PR: #BankingThatMatters: #UniCredit announces new #ESG targets as part of a long-term commitment to #sustainability: Do The R…,en,10,Tue Nov 26 15:18:22 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
89,RT @UniCredit_PR: #UniCredit4People: #UniCredit joins the #OrangeTheWorld campaign confirming its commitment against any form of harassment…,en,5,Mon Nov 25 12:46:16 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
90,"Děkujeme porotě z Global Finance, ale také všem našim kolegům za skvělou práci, bez které bychom se o titul mohli jen stěží ucházet! 

#UniCredit #Awards @UniCredit_PR https://t.co/Q7mOkbrb4X",cs,1,Fri Nov 22 08:39:33 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
91,"Po implementácii Apple Pay na Slovensku prichádzame s možnosťou využívať digitálnu peňaženku už aj na Android zariadeniach. Klienti UniCredit Bank môžu od dnes využívať Google PayTM aj na Slovensku!

Viac tu: https://t.co/eOKJXXkX6f)

#UniCredit4You #UniCredit4Innovation https://t.co/4aw41Ktb4F",und,0,Tue Nov 19 15:05:32 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
92,"RT @UniCredit_PR: #Transform2019: #UniCredit, 3Q19 and 9M19 #Results. 
🎙️ Follow #live the conference call: https://t.co/my981zVGMX https:/…",en,9,Thu Nov 07 08:55:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
93,"RT @UniCredit_PR: #Transform2019: #UniCredit, a pan-European winner. 3Q19 and 9M19 #Results.
📌 #Financial #PressRelease
🗞️ https://t.co/aO0…",en,13,Thu Nov 07 08:11:12 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
94,RT @UniCredit_PR: #HeadsUp: tomorrow morning at 07.00 CET #UniCredit publishes its 3Q19 Group #Results Presentation. Follow live audio webc…,en,7,Wed Nov 06 16:11:04 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
95,"Popularita #NFC plateb stále roste! Po implementaci #ApplePay tak přidáváme také možnost využívat digitální peněženku na telefonech se systémem #Android!

Více zde: https://t.co/FFpUnxuQNc

#GPay #UniCredit @UniCredit_PR https://t.co/LRnottXu7Z",cs,1,Tue Nov 05 15:15:28 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
96,Dnes je #WorldSavingsDay2019. V UniCreditu jsme pevně rozhodnuti investovat do sociálního a ekonomického rozvoje. Naším cílem je pomáhat jednotlivcům a podnikatelům zlepšovat své osobní finanční dovednosti a umožnit jim tak činit zodpovědná finanční rozhodnutí. #dowhatmatters https://t.co/JlnIMkDt0z,cs,1,Thu Oct 31 11:00:14 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
97,"#BankingThatMatters: Skupina #UniCredit se připojí k mezinárodnímu Týdnu pro klima a podpoří zaměstnance, kteří se tématu věnují.🌱 Přečtěte si více zde: https://t.co/tDxURO4rLg https://t.co/REcuCQsd73",cs,1,Fri Sep 20 12:04:07 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
98,"K diskusi o možnostech růstu mezd v Česku: pracovní síla jako celek už není levná. ""Levný"" je růstový model české ekonomiky, značně náročný na množství pracovní síly s mízkým vzděláním. https://t.co/i6bspgzdSa",cs,2,Fri Sep 20 11:44:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
99,"UniCredit Bank přináší první bezkontaktní charitativní kiosky! Díky nim tak mohou neziskové organizace získat více příspěvků pro dobrou věc. A na tom nám záleží. 

https://t.co/FFpUnxuQNc

#UniCredit4Good#UniCredit4Innovation https://t.co/tpFoQoKFNV",cs,1,Tue Sep 03 07:01:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
100,"HDP v Česku - tři zásadní trendy z 2Q19: 1) Firmy utlumují investice do strojů a dopravních prostředků, 2) Zahraniční návštěvníci Česka šetří, 3) Zvedají se deflátory, nebo-li rostou ceny (nejen) pro spotřebitele. =&gt; Zpomalení ekonomiky je přede dveřmi. #ucb_hlavníekonom",cs,1,Fri Aug 30 08:21:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
101,"#ZaleziNamNaTom! Riaditeľ pobočky UniCredit Bank Jozef Onderčo odovzdal dar vo forme stavebného materiálu na rekonštrukciu strechy v psom útulku Dog Azyl. 

Chceli by ste pomôcť aj vy? Viac: https://t.co/p8n95lAArH

#UniCredit4Good https://t.co/kNvGRyqViC",und,0,Mon Aug 26 11:53:48 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
102,"Petra má trojročného syna a v práci ťahá 12-hodinové zmeny. Petra vie, že babičku by veľmi potešil altánok, kde by si mohla sadnúť a odpočívať, kým sa vnuk pohrá.

Prianie sme splnili!

#ZaleziNamNaTom #UniCredit4Good @UniCredit_PR 

https://t.co/ngLXSCwFLY",und,0,Mon Aug 12 13:11:59 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
103,RT @UniCredit_PR: #InAgenda: domani mattina alle 7 #UniCredit pubblica i #Risultati del secondo trimestre e primo semestre 2019. Sarà possi…,it,9,Tue Aug 06 15:00:09 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
104,"Pro handicapovaného vnoučka si jeho babička přála sportovní kočárek Benecykl. Díky splněnému přání tak mohou všichni vyrazit společně na cesty za zážitky! 

https://t.co/zxDkbdEdOT 

#UniCredit4Good #ZaleziNamNaTom @UniCredit_PR",cs,0,Mon Aug 05 13:50:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
105,"Sandra a Noémi myslia na potreby ľudí bez domova. Ich prianie pomohlo v OZ Vagus, ktoré pomáha tým menej šťastným. Riaditeľ bratislavskej pobočky Jozef Onderčo odovzdal dar vo forme poukážky do #IKEA na vybavenie nového centra.

https://t.co/mj4av81mzb @UniCredit_PR",und,0,Thu Aug 01 15:43:37 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
106,"Pro 11letého Vojtíška si jeho maminka přála optická světelná vlákna, které Vojta miluje a doteď je znal pouze z lázní. Teď už jeho pokojíček září všemi barvami. 

Prohlédněte si další splněná přání na: https://t.co/2UYpxk9WUO

https://t.co/rzCBDzUOcH",cs,0,Mon Jul 29 07:09:05 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
107,"UniCredit Bank spouští službu Apple Pay! Debetní karty Mastercard si tak můžete nahrát do digitální peněženky (Wallet) některého z chytrých zařízení Apple a díky NFC technologii jimi pohodlně a bezpečně platit. 
#UniCredit4You @UniCredit_PR 

https://t.co/FKpt41KN4W https://t.co/INBNX9iGb8",cs,4,Thu Jul 18 08:12:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
108,"We are a bank for everything that matters. Our clients were given the opportunity to share their wishes with us and we fulfilled 100 of them in our Fulfilled Wish initiative with a value of up to CZK 20,000 for each wish.

#UniCredit4Good #Bankingthatmatters #SocialImpactBanking https://t.co/nXxLRJUAud",en,1,Fri Jul 12 07:38:55 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
109,"RT @UniCredit_PR: #Awards: #UniCredit has won five prestigious awards from the leading business magazine @Euromoney.
🥇🥇🥇Best Bank in #Italy…",en,8,Thu Jul 11 11:21:47 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
110,"Looking forward! #UniCredit4Culture 

#UniCredit @UniCredit_PR https://t.co/wFn77tcBEr",en,1,Fri Jun 28 13:55:50 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
111,"HDP -""třetí čtení"": obrázek byl přemalován světlejší barvou, meziroční tempo 1Q19 se zvýšilo potřetí v řadě. Revize směrem nahoru podpoří celoroční růst. Výhled se ale nemění, více investují spíš vláda a domácnosti než podniky. Lépe v tomto cyklu už nebude. #ucb_hlavníekonom",cs,0,Fri Jun 28 08:24:41 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
112,"Enjoy the atmosphere of Nave Italia project launch.
Children who have undercome oncological treatment or disadvantaged ones will visit Italy and sail aboard the largest sail boat in Mediterranean. 
#UniCredit4Good #SocialImpactBanking #BankingThatMatters @UniCredit_PR https://t.co/7fxPTcJnUQ",en,1,Fri Jun 21 08:23:06 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
113,"Paolo Iannone, General Manager of UniCredit Bank,  Italian ambassador and Czech Minister of  Health launched the Nave Italia project.

#UniCredit4Good #UniCredit @UniCredit_PR https://t.co/90ewjz0AQ8",en,0,Thu Jun 13 10:08:27 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
114,"Konjunkturální průzkum ČSÚ: po průmyslu začínají trochu klopýtat i služby. Nijak dramaticky, ale určitý signál o stavu české ekonomiky to je. #ucb_hlavníekonom",cs,0,Fri May 24 07:50:43 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
115,"RT @UniCredit_PR: #Awards: #UniCredit has been recognised as “Best Bank” in three Global Finance categories: #CEE, #Bulgaria and #Croatia…",en,6,Tue May 21 12:17:19 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,
